M_inf,Converged,Iters,Final_Err,M_local_top
0.1,False,2000,2.6450331398153574e-05,0.19447528810121745
0.2,False,2000,3.002957281716341e-05,0.39835896531656256
0.3,False,2000,3.7388931931880755e-05,0.6259004895340005
0.4,False,2000,5.190580866604458e-05,0.9118966483289359
