eta_deg,Cp,M_loc
162.0,0.6340584959359596,0.12133692269072371
164.99999999999997,0.7465678685393986,0.1014719756207214
167.99999999999997,0.840168741641429,0.08141062579556016
171.0,0.9139387826727866,0.06119336228368745
174.0,0.9671536255776751,0.040859875112556725
176.99999999999997,0.9992921112065842,0.020449246678183278
180.0,1.0100400399674634,1.504477459405855e-07
183.0,0.9992924275257773,0.02044894570140071
185.99999999999997,0.9671542574204676,0.040859573892292486
189.0,0.9139397284503619,0.061193060658928274
192.0,0.8401699989761812,0.08141032360731042
195.0,0.7465694342712047,0.10147167271292135
198.00000000000003,0.634060366129666,0.12133661891127503
201.0,0.5037563755607154,0.14096369304285905
204.0,0.3569541090937148,0.1603102787489606
206.99999999999997,0.19512363666862595,0.17933246357310176
209.99999999999997,0.019897354155093017,0.19798491328975804
212.99999999999997,-0.1669425736293774,0.21622077533318382
216.0,-0.3634782424593228,0.23399161809555258
218.99999999999997,-0.5676715335947237,0.25124741374732573
221.99999999999997,-0.7773811658941848,0.2679365730220567
225.0,-0.9903813133088077,0.2840060409935167
228.0,-1.2043818266749469,0.29940146311637356
230.99999999999997,-1.4170500905669376,0.31406743053650926
234.0,-1.626034525075513,0.32794781271766166
236.99999999999994,-1.8289897048092296,0.34098618358800464
239.99999999999997,-2.0236030096781477,0.3531263445166296
243.0,-2.207622641806116,0.3643129433772031
245.99999999999997,-2.3788867400554654,0.3744921837392163
249.0,-2.5353532010673985,0.38361261199097674
252.0,-2.6751296802840887,0.39162596327687926
254.99999999999997,-2.7965031092994557,0.3984880400663012
258.0,-2.897967942204716,0.4041595906944059
261.0,-2.978252251078664,0.4086071501837441
264.0,-3.0363407473845965,0.41180380293946867
267.0,-3.0714938268355287,0.4137298272409168
270.0,-3.0832618290733054,0.41437318525857386
273.0,-3.0714938700512415,0.41372982960481347
275.99999999999994,-3.036340833733243,0.4118038076782628
279.0,-2.978252380378576,0.4086071573188969
282.0,-2.8979681141442577,0.4041596002567891
285.0,-2.7965033233929724,0.3984880520946963
288.0,-2.675129935817822,0.39162597781610115
290.99999999999994,-2.535353497038634,0.3836126290897021
294.0,-2.3788870751084747,0.3744922034475916
297.0,-2.2076230141681226,0.3643129657442904
299.99999999999994,-2.0236034170984794,0.35312636958770843
303.0,-1.82899014450403,0.34098621140170693
306.0,-1.626034993679811,0.3279478433028643
308.99999999999994,-1.417050584095394,0.3140674639088236
312.0,-1.2043823404916743,0.29940149927398046
315.0,-0.990381842106377,0.28400607991194915
317.99999999999994,-0.7773817036810554,0.2679366146473178
321.0,-0.5676720736902237,0.2512474579864039
324.0,-0.36347877749453733,0.2339916648028242
326.99999999999994,-0.16694309555176365,0.21622082429022724
329.99999999999994,0.019896854076098928,0.1979849641743157
333.0,0.19512316783960273,0.17933251590947957
335.99999999999994,0.35695368160635177,0.16031033182509297
339.0,0.5037560002255319,0.1409637457635942
342.0,0.6340600545657802,0.12133666951929334
344.99999999999994,0.7465691991295128,0.10147171820369193
348.0,0.8401698545247462,0.08141035832486998
351.0,0.9139396922501049,0.061193072203840355
353.99999999999994,0.967154354731714,0.04085952750062258
357.0,0.999292683983212,0.02044870167964209
360.0,1.0100400399680662,0.0
