eta_deg,Cp,M_loc
0.0,1.0100400399680662,0.0
3.0,0.9992918125347747,0.02044953085944202
6.0,0.9671534663324312,0.04085995102966457
9.0,0.9139388294443097,0.0611933473674822
12.0,0.8401689072699795,0.08141058598840252
14.999999999999998,0.7465681297399439,0.10147192508870494
18.0,0.634058837507564,0.12133686720858941
20.999999999999996,0.5037546146091563,0.14096394039137033
24.0,0.3569521094211047,0.16031052702488602
27.0,0.1951213934096347,0.1793327139927322
29.999999999999996,0.019894863864666764,0.1979851666842506
33.0,-0.16694531300956436,0.21622103229073322
36.0,-0.36348123160281504,0.23399187904039886
39.0,-0.5676747717756018,0.25124767898574923
41.99999999999999,-0.7773846509629501,0.2679368427698889
45.0,-0.9903850416626399,0.28400631539272664
48.0,-1.2043857932254833,0.29940174224493926
51.0,-1.417054288708316,0.31406771441405923
54.0,-1.6260389466555238,0.3279481013084339
57.0,-1.8289943401068713,0.3409864768021795
59.99999999999999,-2.0236078473912826,0.35312664221077605
63.0,-2.207627669053068,0.36431324535441223
66.0,-2.378891942394969,0.3744924897493934
68.99999999999999,-2.53535856254087,0.38361292173166506
72.0,-2.6751351834841985,0.39162627639493947
74.99999999999999,-2.796508735467955,0.3984883561606883
78.0,-2.897973671361329,0.40415990932020457
81.0,-2.9782580621814256,0.4086074708575307
83.99999999999999,-3.0363466185198886,0.4118041251459693
87.0,-3.0714997354342697,0.41373015044082184
90.0,-3.0832677521477887,0.4143735088972716
92.99999999999999,-3.071499784445398,0.4137301531217264
96.0,-3.0363467163782927,0.4118041305164137
99.00000000000001,-2.978258208545208,0.40860747893431343
102.0,-2.897973865683229,0.40415992012737084
104.99999999999999,-2.7965089769566887,0.3984883697282184
108.0,-2.6751354710572395,0.39162629275710714
110.99999999999999,-2.5353588947714187,0.38361294092513626
114.0,-2.3788923174565264,0.37449251181112486
117.0,-2.2076280846644867,0.3643132703193944
119.99999999999999,-2.0236083007650296,0.35312667010963156
122.99999999999999,-1.8289948279028536,0.3409865076585888
126.0,-1.6260394649419059,0.3279481351362981
129.0,-1.417054832930503,0.31406775121424757
132.0,-1.2043863581835914,0.2994017820013659
135.0,-0.9903856214975342,0.2840063580673674
137.99999999999997,-0.7773852391500841,0.26793688829614265
141.0,-0.567675361125734,0.25124772725921457
144.0,-0.3634818142679931,0.23399192990560025
147.0,-0.16694588049262093,0.2162210855213723
149.99999999999997,0.01989432070029614,0.19798522195280796
153.0,0.1951208843337897,0.17933277082187213
156.0,0.35695164484233244,0.16031058470613802
158.99999999999997,0.5037542056073397,0.14096399784092348
