eta_deg,Cp,M_loc
209.99999999999997,0.08831363193204297,0.3814573147765187
212.99999999999997,-0.09648776014452197,0.4195755716655809
216.0,-0.29308832941078716,0.45764859710477046
218.99999999999997,-0.5000354842387847,0.49565250918404447
221.99999999999997,-0.7157980897949131,0.5335562840229507
225.0,-0.9387730264956893,0.5713200682744145
228.0,-1.1672896908178292,0.6088930299519083
230.99999999999997,-1.3996114570198641,0.6462105863981477
234.0,-1.6339327425566763,0.6831907784225321
236.99999999999994,-1.8683697177630725,0.7197294505577185
239.99999999999997,-2.100941673177457,0.7556937168925874
243.0,-2.3295381698502378,0.7909128704108881
245.99999999999997,-2.551863498079764,0.8251652945492731
249.0,-2.7653436880469866,0.8581588958050419
252.0,-2.966973836301906,0.8895013110880905
254.99999999999997,-3.1530861921114752,0.9186564955809632
258.0,-3.319062223273151,0.9448914333088599
261.0,-3.4591298832260415,0.9672374499688359
264.0,-3.566551183087473,0.9845214960145051
267.0,-3.6345341681959624,0.995532035579552
270.0,-3.657855662554173,0.9993228082168544
273.0,-3.6345339265538064,0.9955319963387538
275.99999999999994,-3.5665507389266837,0.9845214242663639
279.0,-3.459129298849653,0.9672373563033987
282.0,-3.3190615631195666,0.9448913284600943
285.0,-3.15308550810395,0.918656387952735
288.0,-2.9669731633948158,0.8895012061054924
290.99999999999994,-2.7653430467655644,0.8581587964438266
294.0,-2.551862899227565,0.8251652021856203
297.0,-2.329537618480162,0.7909127855122636
299.99999999999994,-2.100941171093879,0.7556936394462199
303.0,-1.8683692648725767,0.7197293803004421
306.0,-1.6339323375516834,0.6831907149558571
308.99999999999994,-1.3996110977283798,0.6462105292442549
312.0,-1.167289374394062,0.608892978579301
315.0,-0.938772749533396,0.5713200221063539
317.99999999999994,-0.7157978484011084,0.5335562424341023
321.0,-0.5000352740860146,0.49565247148687697
324.0,-0.29308814577720266,0.4576485625246477
326.99999999999994,-0.0964875979459093,0.4195755393007261
329.99999999999994,0.08831377811728942,0.38145728353505043
333.0,0.2599498138874726,0.34331187556319054
335.99999999999994,0.41714939310675503,0.3051526715054575
339.0,0.5587453755604253,0.2669891784301045
342.0,0.6836834435098145,0.2288277735375366
344.99999999999994,0.7910305630703106,0.19067230225749487
348.0,0.8799828039404234,0.15252458174280947
351.0,0.9498723040846803,0.11438482845477543
353.99999999999994,1.0001732041078564,0.07625201320995872
357.0,1.0305063935844452,0.03812406566967783
360.0,1.0406425518727995,0.0
