eta_deg,Cp,M_loc
0.0,1.0406425518727995,0.0
3.0,1.0305055303666601,0.03812569006229792
6.0,1.0001723507741016,0.0762528192334497
9.0,0.9498715171208013,0.11438532722882612
12.0,0.8799819848658117,0.15252497462833806
14.999999999999998,0.7910296843872894,0.19067264338297102
18.0,0.6836824886515704,0.2288280868668687
20.999999999999996,0.5587443312700549,0.2669894771085107
24.0,0.4171482476329162,0.3051529637461802
27.0,0.25994855639314574,0.3433121670118473
29.999999999999996,0.08831239842078951,0.3814575783919837
33.0,-0.09648910951754998,0.41957584091727856
36.0,-0.29308979849354244,0.45764887374834695
39.0,-0.5000370769066643,0.4956527948764788
41.99999999999999,-0.7157998100724873,0.5335565804031831
45.0,-0.9387748786982621,0.5713203770261499
48.0,-1.167291679720711,0.6088933528578508
51.0,-1.3996135880645193,0.6462109253916726
54.0,-1.6339350221056406,0.6831911356412951
57.0,-1.868372153418966,0.7197298284030078
59.99999999999999,-2.1009442741850872,0.755694118097879
63.0,-2.3295409475997166,0.7909132981220035
66.0,-2.5518664666983657,0.8251657524126089
68.99999999999999,-2.76534686493878,0.8581593880379924
72.0,-2.9669772421276237,0.8895018424429628
74.99999999999999,-3.1530898489778534,0.9186570709870493
78.0,-3.3190661491083158,0.9448920568289606
81.0,-3.4591340806910935,0.9672381227500648
83.99999999999999,-3.566555624702079,0.9845222134971351
87.0,-3.634538785260662,0.9955327853549364
90.0,-3.657860348494332,0.9993235706058573
92.99999999999999,-3.634538558738681,0.9955327485695228
96.0,-3.5665552093177806,0.9845221463974226
99.00000000000001,-3.459133536344652,0.9672380355007106
102.0,-3.319065537600106,0.9448919597062635
104.99999999999999,-3.1530892198733254,0.9186569719977605
108.0,-2.9669766285031254,0.8895017467092371
110.99999999999999,-2.7653462858945645,0.8581592983199059
114.0,-2.5518659319544073,0.8251656699366533
117.0,-2.329540461358522,0.7909132232517658
119.99999999999999,-2.100943837556603,0.755694050747959
122.99999999999999,-1.8683717657223895,0.719729768259323
126.0,-1.6339346815228266,0.6831910822699626
129.0,-1.399613291970841,0.6462108782909084
132.0,-1.1672914248637243,0.6088933114808539
135.0,-0.9387746613032465,0.5713203407876296
137.99999999999997,-0.7157996259112553,0.5335565486747328
141.0,-0.5000369213468612,0.4956527669721978
144.0,-0.29308966653701635,0.45764884889956364
147.0,-0.09648899583172929,0.4195758182325997
149.99999999999997,0.08831249947774993,0.3814575567949598
153.0,0.2599486507553919,0.3433121451415758
156.0,0.41714834152390046,0.3051529397921109
158.99999999999997,0.5587444312280313,0.26698944851945433
162.0,0.6836826016239875,0.22882804979586463
164.99999999999997,0.7910298180371484,0.19067259149697655
167.99999999999997,0.8799821487447598,0.1525248960205971
171.0,0.9498717285902604,0.11438519320067551
174.0,1.0001726906673045,0.076252498185516
176.99999999999997,1.0305059245012977,0.03812494839314391
180.0,1.0406425518727085,1.1147576331120005e-07
183.0,1.0305060430709083,0.038124725270072345
185.99999999999997,1.0001729274337898,0.07625227454567397
189.0,0.9498720828186331,0.11438496869238082
192.0,0.8799826193586707,0.15252467028122535
195.0,0.7910304036501649,0.19067236414819738
198.00000000000003,0.6836833005811912,0.22882782043848007
201.0,0.5587452416579846,0.2669892167276757
204.0,0.4171492614009936,0.3051527051070994
206.99999999999997,0.2599496779728756,0.34331190706403975
