eta_deg,Cp,M_loc
0.0,1.0227029548085398,0.0
3.0,1.0121749558017639,0.029841631863669015
6.0,0.9806826155499496,0.05965405618689129
9.0,0.9284959560888582,0.08940967087159553
12.0,0.8560636569642462,0.11907872357896222
14.999999999999998,0.7640103702275102,0.1486300208731515
18.0,0.6531327795942021,0.17803048061010596
20.999999999999996,0.5243950823029548,0.2072445362109314
24.0,0.37892363402759954,0.23623355694799938
27.0,0.2180009198261539,0.2649552330902541
29.999999999999996,0.04305898614507359,0.29336291731526526
33.0,-0.1443275321394979,0.32140491847552044
36.0,-0.3424486659105468,0.3490237469613587
39.0,-0.5494665492067587,0.37615531514632156
41.99999999999999,-0.7634229889357088,0.4027281026289029
45.0,-0.9822471918419952,0.42866230501901925
48.0,-1.20376378685462,0.45386899778149226
51.0,-1.4257014408049522,0.47824936411764213
54.0,-1.6457025801136136,0.5016940588659644
57.0,-1.8613350032689417,0.5240828091992522
59.99999999999999,-2.070106489652564,0.5452843864822066
63.0,-2.269483848203516,0.5651571186904223
66.0,-2.456918138331639,0.583550142284764
68.99999999999999,-2.629877923149883,0.6003056045808148
72.0,-2.7858922227833753,0.6152620057807924
74.99999999999999,-2.9226041422672533,0.6282587949071692
78.0,-3.0378348134999142,0.6391421909830836
81.0,-3.1296553135126137,0.6477719897222214
83.99999999999999,-3.1964618498340522,0.6540288626820201
87.0,-3.2370472816576594,0.6578214177766668
90.0,-3.2506607209407337,0.6590921468836448
92.99999999999999,-3.2370472239997934,0.6578214123932004
96.0,-3.1964617366627404,0.6540288520977646
99.00000000000001,-3.1296551489325286,0.6477719742859992
102.0,-3.037834603238522,0.6391421711797152
104.99999999999999,-2.9226038932370018,0.6282587713186896
108.0,-2.7858919426048616,0.6152619790447277
110.99999999999999,-2.6298776196918148,0.6003055753506102
114.0,-2.4569178193085595,0.5835501111959543
117.0,-2.2694835208538855,0.5651570863343501
119.99999999999999,-2.070106160503089,0.5452843533874738
122.99999999999999,-1.8613346779791078,0.5240827758199691
126.0,-1.6457022633875131,0.501694025575211
129.0,-1.4257011363552787,0.47824933120433366
132.0,-1.2037634974043203,0.453868965448835
135.0,-0.9822469191509614,0.42866227338280005
137.99999999999997,-0.7634227338428679,0.4027280717138832
141.0,-0.5494663116799634,0.3761552848787732
144.0,-0.34244844509879163,0.3490237171552023
147.0,-0.14432732642300117,0.3214048888082719
