theta,M_local,Cp
0.0,0.0,1.0227029548085398
0.5732484076433121,0.002762640605901024,1.0226126892645584
1.1464968152866242,0.008287812139809312,1.0218906087333457
1.7197452229299361,0.01381265458746754,1.0204466813677069
2.2929936305732483,0.019336948368870864,1.0182813745041677
2.8662420382165608,0.024860473610367567,1.0153953890111391
3.4394904458598723,0.030383010030945103,1.0117896591248792
4.012738853503185,0.03590433682558024,1.0074653522311845
4.585987261146497,0.04142423254822809,1.0024238685929128
5.159235668789808,0.046942474994685554,0.9966668410233565
5.7324840764331215,0.052458841085063226,0.9901961345059175
6.305732484076433,0.057973106745863895,0.983013845760244
6.878980891719745,0.06348504679158318,0.9751223027553387
7.452229299363056,0.06899443480590682,0.9665240641697475
8.02547770700637,0.07450104302242704,0.9572219187994582
8.598726114649683,0.08000464220464533,0.9472188849139324
9.171974522292993,0.0855050015253962,0.9365182095607391
9.745222929936306,0.09100188844563423,0.9251233678194146
10.318471337579616,0.09649506859251492,0.9130380620047277
10.89171974522293,0.10198430563658296,0.9002662208207247
11.464968152866243,0.10746936116825324,0.8868119984655022
12.038216560509555,0.11294999457344564,0.8726797736875
12.611464968152866,0.1184259629082082,0.8578741487944839
13.184713375796179,0.12389702077247229,0.8423999486153643
13.75796178343949,0.1293629201828139,0.8262622194160577
14.331210191082802,0.13482341044412766,0.8094662277699214
14.904458598726112,0.14027823802027412,0.7920174593838178
15.477707006369428,0.1457271464035542,0.7739216178806225
16.05095541401274,0.1511698759830793,0.7551846235388215
16.624203821656053,0.1566061639119811,0.7358126119902836
17.197452229299365,0.1620357439732934,0.7158119328773301
17.770700636942678,0.16745834644461816,0.6951891484699374
18.343949044585987,0.17287369796155946,0.6739510322434837
18.9171974522293,0.17828152137980227,0.6521045674188772
19.49044585987261,0.1836815356357885,0.6296569454656719
20.063694267515924,0.1890734556060481,0.6066155645692828
20.636942675159233,0.19445699196521868,0.5829880280627174
21.210191082802545,0.19983185104252582,0.5587821428249918
21.78343949044586,0.20519773467688504,0.5340059176462347
22.356687898089174,0.21055434007062793,0.5086675615608364
22.929936305732486,0.2159013596416549,0.48277548214983385
23.5031847133758,0.22123848087419035,0.4563382838135482
24.07643312101911,0.22656538616810173,0.4293647660148944
24.64968152866242,0.23188175268669778,0.4018639214952704
25.222929936305732,0.23718725220312384,0.3738449344631635
25.796178343949045,0.24248155094533394,0.34531717875678736
26.369426751592357,0.24776430943958008,0.3162902159818818
26.94267515923567,0.2530351823525146,0.2867737936253386
27.51592356687898,0.2582938183319967,0.2567778431451383
28.089171974522294,0.2635398598465347,0.2263124780379136
28.662420382165603,0.26877294302334137,0.19538799188539405
29.235668789808916,0.2739926974852953,0.16401485637900895
29.808917197452224,0.2791987461867055,0.13220371932430916
30.382165605095537,0.284390705247895,0.09996540262598275
30.955414012738856,0.28956818378877514,0.0673109002536515
31.52866242038217,0.29473078376149586,0.03425137618874784
32.10191082802548,0.2998780997822922,0.0007981623528034258
32.675159235668794,0.30500971896250995,-0.03303724348182496
33.248407643312106,0.3101252207390608,-0.06724317979938957
33.82165605095542,0.3152241767043969,-0.1018078234659388
34.39490445859873,0.320306150436118,-0.13671919187211992
34.96815286624204,0.32537069732640805,-0.17196514509392155
35.541401273885356,0.3304173644115348,-0.20753338807201152
36.11464968152866,0.3354456902014707,-0.24341147280924175
36.68789808917197,0.34045520450990546,-0.2795868005871205
37.261146496815286,0.34544542828491237,-0.3160466242023901
37.8343949044586,0.3504158734405134,-0.3527780502244417
38.40764331210191,0.35536604268936656,-0.38976804127444614
38.98089171974522,0.3602954293767623,-0.4270034183265259
39.554140127388536,0.365203517316471,-0.46447086303434143
40.12738853503185,0.3700897806286342,-0.5021569200834906
40.70063694267516,0.3749536835799961,-0.5400479995713325
41.273885350318466,0.3797946804269596,-0.5781303794169868
41.84713375796178,0.3846122152618667,-0.6163902078038546
42.42038216560509,0.38940572186281724,-0.6548135056563018
42.99363057324842,0.3941746235475865,-0.6933861691540986
43.56687898089172,0.39891833303220753,-0.7320939722884153
44.140127388535035,0.4036362522945299,-0.7709225694609945
44.71337579617835,0.4083277724434622,-0.809857498131575
45.28662420382166,0.41299227359444846,-0.8488841815171438
45.85987261146497,0.417629124751801,-0.8879879313475557
46.433121019108285,0.42223768369850573,-0.9271539506816778
47.0063694267516,0.426817296894207,-0.9663673367893916
47.57961783439491,0.4313672993822068,-1.0056130841055924
48.15286624203822,0.4358870147060242,-1.0448760872600649
48.726114649681534,0.4403757548364972,-1.0841411441909543
49.29936305732484,0.44483282011021624,-1.1233929593477203
49.87261146496815,0.44925749918015434,-1.162616146990335
50.445859872611464,0.45364906897943247,-1.2017952345920928
51.01910828025478,0.45800679469918576,-1.2409146663537363
51.59235668789809,0.4623299297815238,-1.2799588068367869
52.1656050955414,0.46661771592855894,-1.318911944723883
52.738853503184714,0.4708693831286981,-1.3577582967159623
53.31210191082803,0.47508414970124807,-1.39648201157485
53.88535031847134,0.4792612223604765,-1.4350671743206327
54.458598726114644,0.48339979630032825,-1.4734978105938223
55.03184713375796,0.48749905530100557,-1.511757891192342
55.605095541401276,0.4915581718586713,-1.5498313367939514
56.17834394904459,0.49557630733950886,-1.587702022874485
56.75159235668791,0.4995526121594644,-1.625353784833108
57.324840764331206,0.5034862259909932,-1.6627704233359046
57.89808917197452,0.5073762779981474,-1.699935709889195
58.47133757961783,0.5112218871012385,-1.7368333926530664
59.044585987261144,0.5150221622725246,-1.7734472025076828
59.61783439490445,0.5187762028642245,-1.8097608593835404
60.191082802547776,0.5224830989701494,-1.84575807886686
60.764331210191074,0.526141931822276,-1.8814225790915027
61.3375796178344,0.5297517742234892,-1.9167380879280924
61.91082802547771,0.5333116910178277,-1.9516883504819273
62.484076433121025,0.5368207395993145,-1.9862571369090645
63.05732484076434,0.5402779704605184,-2.0204282505604234
63.63057324840764,0.5436824277819041,-2.0541855364631916
64.20382165605096,0.5470331500629698,-2.087512890148013
64.77707006369427,0.5503291707959655,-2.1203942668289133
65.35031847133759,0.553569519183024,-2.152813690942918
65.92356687898089,0.5567532208972447,-2.1847552660539087
66.49681528662421,0.5598792988882423,-2.216203185124834
67.07006369426752,0.5629467742325563,-2.2471417411615566
67.64331210191084,0.565954667028975,-2.2775553382281455
68.21656050955413,0.5689019973387685,-2.3074285028331203
68.78980891719746,0.5717877861705776,-2.3367458956837486
69.36305732484075,0.5746110565094877,-2.3654923238034233
69.93630573248409,0.57737083438963,-2.3936527530056173
70.50955414012739,0.5800661500092776,-2.4212123207141385
71.08280254777071,0.5826960388872198,-2.448156349117738
71.65605095541402,0.5852595430590136,-2.4744703586457
72.22929936305732,0.5877557123112122,-2.500140081745894
72.80254777070064,0.5901836054514968,-2.525151476945387
73.37579617834395,0.5925422916123526,-2.5494907431711162
73.94904458598727,0.5948308515855864,-2.5731443343045926
74.52229299363057,0.5970483791845578,-2.596098973940853
75.09554140127389,0.5991939826309115,-2.618341670320948
75.6687898089172,0.6012667859620663,-2.639859731402262
76.24203821656052,0.6032659304554538,-2.660640780028385
76.81528662420382,0.6051905760653747,-2.68067276915925
77.38853503184714,0.607039902867756,-2.699943997116499
77.96178343949045,0.6088131125080306,-2.7184431227985977
78.53503184713377,0.6105094296470823,-2.7361591808174106
79.10828025477707,0.612128103399899,-2.753081596505399
79.68152866242039,0.6136684087614047,-2.769200200740524
80.2547770700637,0.6151296480137806,-2.784505244534714
80.82802547770702,0.6165111521094683,-2.7989874133306842
81.40127388535032,0.6178122820238725,-2.812637840949888
81.97452229299364,0.6190324300717991,-2.8254481231348305
82.54777070063693,0.6201710211816196,-2.8374103306285385
83.12101910828027,0.6212275141211633,-2.8485170217338425
83.69426751592356,0.6222014026694463,-2.858761254296403
84.26751592356688,0.6230922167284584,-2.8681365970563073
84.84076433121018,0.6238995233693959,-2.8766371403147795
85.4140127388535,0.6246229278079616,-2.8842575058645465
85.98726114649683,0.6252620743036382,-2.8909928561354294
86.56050955414013,0.6258166469781381,-2.8968389025092804
87.13375796178345,0.6262863705486095,-2.901791912762126
87.70700636942675,0.626671010971593,-2.905848717595237
88.28025477707007,0.626970375994165,-2.909006716221187
88.85350318471338,0.627184315609184,-2.9112638809754063
89.4267515923567,0.6273127224120839,-2.912618760928813
90.0,0.6273555318571873,-2.9130704844822595
90.57324840764332,0.6273127224120834,-2.9126187609288094
91.14649681528662,0.6271843156091831,-2.911263880975394
91.71974522292994,0.626970375994164,-2.9090067162211835
92.29299363057325,0.6266710109715924,-2.9058487175952323
92.86624203821657,0.6262863705486089,-2.901791912762119
93.43949044585987,0.6258166469781377,-2.896838902509277
94.0127388535032,0.6252620743036377,-2.890992856135419
94.58598726114649,0.6246229278079594,-2.8842575058645217
95.15923566878982,0.6238995233693923,-2.8766371403147426
95.73248407643311,0.6230922167284562,-2.8681365970562864
96.30573248407644,0.6222014026694439,-2.858761254296375
96.87898089171973,0.621227514121161,-2.848517021733814
97.45222929936307,0.6201710211816183,-2.837410330628526
98.02547770700639,0.6190324300717991,-2.8254481231348305
98.59872611464968,0.6178122820238736,-2.8126378409498987
99.17197452229301,0.6165111521094673,-2.7989874133306807
99.7452229299363,0.6151296480137769,-2.7845052445346754
100.31847133757964,0.6136684087613992,-2.769200200740464
100.89171974522293,0.6121281033998953,-2.7530815965053623
101.46496815286623,0.6105094296470732,-2.7361591808173134
102.03821656050955,0.6088131125080178,-2.718443122798462
102.61146496815286,0.6070399028677486,-2.6999439971164247
103.18471337579618,0.6051905760653675,-2.6806727691591723
103.7579617834395,0.6032659304554429,-2.660640780028274
104.3312101910828,0.6012667859620543,-2.6398597314021384
104.90445859872612,0.5991939826309041,-2.618341670320865
105.47770700636943,0.597048379184545,-2.5960989739407174
106.05095541401275,0.5948308515855755,-2.5731443343044784
106.62420382165605,0.5925422916123471,-2.549490743171058
107.19745222929937,0.5901836054514894,-2.525151476945311
107.77070063694268,0.5877557123112086,-2.500140081745855
108.343949044586,0.58525954305901,-2.474470358645661
108.91719745222929,0.5826960388872143,-2.448156349117683
109.49044585987262,0.5800661500092756,-2.4212123207141225
110.06369426751591,0.5773708343896281,-2.3936527530056018
110.63694267515925,0.5746110565094824,-2.3654923238033687
111.21019108280255,0.5717877861705757,-2.3367458956837273
111.78343949044587,0.5689019973387629,-2.3074285028330657
112.35668789808918,0.5659546670289606,-2.277555338227994
112.92993630573248,0.56294677423254,-2.247141741161391
113.50318471337582,0.5598792988882315,-2.216203185124723
